author	title	author_born	author_died	origin	genre	subject_era	exam_status	memorize	grade	source	doc_year	retrieved	note
Tác giả dân gian Việt Nam (Vietnamese Folk Authors)	"""Kịch bản chèo hoặc tuồng (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""Traditional Cheo or Tuong Theater Script (by choice, min 1 work)"")"	traditional	traditional	domestic	play	none/folklore	choice-list	no	10-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Category (Tác phẩm bắt buộc lựa chọn)
Nguyễn Trãi	"""Thơ Nôm và văn nghị luận (bằng lựa chọn)"" (""Nom Poetry and Argumentative Essays (by choice)"")"	1380	1442	domestic	poem-cycle	various/unspecified	choice-list	no	10-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Nguyễn Du	"""Thơ chữ Hán (bằng lựa chọn)"" (""Sino-Vietnamese Poetry in Han Script (by choice)"")"	1766	1820	domestic	poem-cycle	various/unspecified	choice-list	no	10-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Hồ Xuân Hương	"""Thơ Nôm (bằng lựa chọn)"" (""Nom Poetry (by choice)"")"	1772	1822	domestic	poem-cycle	various/unspecified	choice-list	no	8-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Nguyễn Đình Chiểu	"""Thơ Nôm (bằng lựa chọn)"" (""Nom Poetry (by choice)"")"	1822	1888	domestic	poem-cycle	various/unspecified	choice-list	no	8-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Nguyễn Khuyến	"""Thơ Nôm (bằng lựa chọn)"" (""Nom Poetry (by choice)"")"	1835	1909	domestic	poem-cycle	various/unspecified	choice-list	no	8-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Nguyễn Ái Quốc – Hồ Chí Minh	"""Truyện và thơ (bằng lựa chọn)"" (""Short Stories and Poetry (by choice)"")"	1890	1969	domestic	short-story	various/unspecified	choice-list	no	8-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Nam Cao	"""Truyện ngắn, tiểu thuyết (bằng lựa chọn)"" (""Short Stories, Novels (by choice)"")"	1915	1951	domestic	short-story	various/unspecified	choice-list	no	8-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Vũ Trọng Phụng	"""Tiểu thuyết, phóng sự (bằng lựa chọn)"" (""Novels, Reportage (by choice)"")"	1912	1939	domestic	novel	various/unspecified	choice-list	no	10-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Xuân Diệu	"""Thơ trước Cách mạng tháng Tám (bằng lựa chọn)"" (""Pre-1945 August Revolution Poetry (by choice)"")"	1916	1985	domestic	poem-cycle	various/unspecified	choice-list	no	8-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Tố Hữu	"""Thơ trước và sau Cách mạng tháng Tám (bằng lựa chọn)"" (""Pre- and Post-1945 August Revolution Poetry (by choice)"")"	1920	2002	domestic	poem-cycle	various/unspecified	choice-list	no	8-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Nguyễn Tuân	"""Truyện ngắn, kí (bằng lựa chọn)"" (""Short Stories, Essays/Ký (by choice)"")"	1910	1987	domestic	essay	various/unspecified	choice-list	no	10-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Nguyễn Huy Tưởng	"""Kịch (bằng lựa chọn)"" (""Plays (by choice)"")"	1912	1960	domestic	play	various/unspecified	choice-list	no	8-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Lưu Quang Vũ	"""Kịch (bằng lựa chọn)"" (""Plays (by choice)"")"	1948	1988	domestic	play	various/unspecified	choice-list	no	10-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Selection Author (Tác phẩm bắt buộc lựa chọn)
Tác giả văn học Anh (English Literature Authors)	"""Văn học Anh (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""English Literature (by choice, min 1 work)"")"	~1500	living	translated:english (doc-marked)	novel	contemporary-and-historical-literature?	choice-list	no	6-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Foreign Selection Quota (Văn học nước ngoài)
Tác giả văn học Pháp (French Literature Authors)	"""Văn học Pháp (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""French Literature (by choice, min 1 work)"")"	~1600	living	translated:french (doc-marked)	novel	contemporary-and-historical-literature?	choice-list	no	6-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Foreign Selection Quota (Văn học nước ngoài)
Tác giả văn học Mĩ (American Literature Authors)	"""Văn học Mĩ (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""American Literature (by choice, min 1 work)"")"	~1800	living	translated:english (doc-marked)	novel	contemporary-and-historical-literature?	choice-list	no	6-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Foreign Selection Quota (Văn học nước ngoài)
Tác giả văn học Hy Lạp (Greek Literature Authors)	"""Văn học Hy Lạp (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""Greek Literature (by choice, min 1 work)"")"	~800 BCE	ancient	translated:greek (doc-marked)	epic	various/unspecified	choice-list	no	6-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Foreign Selection Quota (Văn học nước ngoài)
Tác giả văn học Nga (Russian Literature Authors)	"""Văn học Nga (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""Russian Literature (by choice, min 1 work)"")"	~1800	living	translated:russian (doc-marked)	novel	contemporary-and-historical-literature?	choice-list	no	6-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Foreign Selection Quota (Văn học nước ngoài)
Tác giả văn học Nhật Bản (Japanese Literature Authors)	"""Văn học Nhật Bản (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""Japanese Literature (by choice, min 1 work)"")"	~1000	living	translated:japanese (doc-marked)	novel	contemporary-and-historical-literature?	choice-list	no	6-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Foreign Selection Quota (Văn học nước ngoài)
Tác giả văn học Trung Quốc (Chinese Literature Authors)	"""Văn học Trung Quốc (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""Chinese Literature (by choice, min 1 work)"")"	~500 BCE	living	translated:chinese (doc-marked)	novel	contemporary-and-historical-literature?	choice-list	no	6-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Foreign Selection Quota (Văn học nước ngoài)
Tác giả văn học Ấn Độ (Indian Literature Authors)	"""Văn học Ấn Độ (bằng lựa chọn, ít nhất 1 tác phẩm)"" (""Indian Literature (by choice, min 1 work)"")"	~1500 BCE	living	translated:sanskrit (doc-marked)	epic	various/unspecified	choice-list	no	6-12	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Statutory Mandatory Foreign Selection Quota (Văn học nước ngoài)
Sơn Nam	"""Bắt sấu rừng U Minh Hạ"" (""Hunting Crocodiles in the U Minh Ha Forest"")"	1926	2008	domestic	short-story	southern-frontier-settlement?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
O. Henry (William Sydney Porter)	"""Chiếc lá cuối cùng"" (""The Last Leaf"")"	1862	1910	translated:english	short-story	early-20th-c-new-york/artist-poverty-and-illness	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Nguyễn Quang Sáng	"""Chiếc lược ngà"" (""The Ivory Comb"")"	1932	2014	domestic	short-story	anti-us-war	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Trần Đức Tiến	"""Chuyện chiếc ấm sứt vòi"" (""The Story of the Chipped-Spout Teapot"")"	1953	living	domestic	short-story	contemporary?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Nguyễn Ngọc Tư	"""Đá trổ bông"" (""Flowers Blooming on Stone"")"	1976	living	domestic	short-story	contemporary-mountain-village/poverty-and-family-abandonment	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
J. Verne (Jules Verne)	"""Hai vạn dặm dưới đáy biển"" (""Twenty Thousand Leagues Under the Seas"")"	1828	1905	translated:french	novel	19th-c-exploration?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Antoine de Saint-Exupéry	"""Hoàng tử bé"" (""The Little Prince"")"	1900	1944	translated:french	novella	none/philosophical-fable-and-friendship	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Nguyễn Công Hoan	"""Tinh thần thể dục"" (""Sportsmanship"")"	1903	1977	domestic	short-story	colonial-satire?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Kim Lân	"""Làng"" (""The Village"")"	1920	2007	domestic	short-story	anti-french-resistance	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Nam Cao	"""Lão Hạc"" (""Old Man Hac"")"	1915	1951	domestic	short-story	french-colonial-rural-poverty	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Nguyễn Dữ	"""Chuyện người con gái Nam Xương"" (""The Tale of the Woman of Nam Xuong"")"	~1500	~1560	domestic	short-story	feudal-patriarchy?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Lê Minh Khuê	"""Những ngôi sao xa xôi"" (""Distant Stars"")"	1949	living	domestic	short-story	anti-us-war	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
D. Defoe (Daniel Defoe)	"""Robinson Crusoe"" (""Robinson Crusoe"")"	1660	1731	translated:english	novel	18th-c-colonial-survival?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
A. Doyle (Arthur Conan Doyle)	"""Sherlock Holmes"" (""Sherlock Holmes"")"	1859	1930	translated:english	short-story	late-victorian/edwardian-britain-crime	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Thanh Tịnh	"""Tôi đi học"" (""I Go to School"")"	1911	1988	domestic	short-story	colonial-childhood?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Phùng Quán	"""Tuổi thơ dữ dội"" (""Fierce Childhood"")"	1932	1995	domestic	novel	anti-french-resistance	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Phạm Đình Hổ	"""Vũ trung tuỳ bút"" (""Essays Written in the Rain"")"	1768	1839	domestic	essay	late-le-dynasty?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Hồ Xuân Hương	"""Bánh trôi nước, Mời trầu"" (""Floating Rice Cake"", ""Offering Betel"")"	1772	1822	domestic	poem-cycle	feudal-patriarchy?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Bằng Việt	"""Bếp lửa"" (""The Hearth"")"	1941	living	domestic	poem	1945-famine/anti-french-war-memory	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Ca dao Việt Nam (Vietnamese Folk Songs)	"""Ca dao về con người, xã hội"" (""Folk Songs on People and Society"")"	traditional	traditional	domestic	poem-cycle	none/folklore	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Nguyễn Bính	"""Chân quê, Không đề"" (""Country Simplicity"", ""Untitled"")"	1918	1966	domestic	poem-cycle	rural-nostalgia?	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
J. La Fontaine (Jean de La Fontaine)	"""Chó sói và chiên con, Ve và kiến"" (""The Wolf and the Lamb"", ""The Ant and the Grasshopper"")"	1621	1695	translated:french	poem-cycle	none/moral-fable	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
R. Frost (Robert Frost)	"""Con đường chưa đi"" (""The Road Not Taken"")"	1874	1963	translated:english	poem	none/choice-and-regret	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Xuân Diệu	"""Đây mùa thu tới"" (""Here Comes Autumn"")"	1916	1985	domestic	poem	none/autumn-transience-and-loss	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Chính Hữu	"""Đồng chí"" (""Comrades"")"	1926	2007	domestic	poem	anti-french-resistance	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
Thôi Hiệu (Cui Hao)	"""Hoàng Hạc lâu"" (""Yellow Crane Tower"")"	704	754	translated:chinese	poem	tang-dynasty-nostalgia	choice-list	no	8-9	https://thleductho.hcm.edu.vn/van-ban/chuong-trinh-giao-duc-pho-thong-mon-ngu-van-ban-hanh-kem-theo-thong-tu-322018tt/vbctmb/72434/406282	2018	2026-08-11	Circular 32/2018 Section IX Grade 8-9 Suggested Work (Danh mục gợi ý)
