author	title	author_born	author_died	origin	genre	subject_era	exam_status	memorize	grade	source	doc_year	retrieved	note
М. де Сервантес Сааведра (M. de Cervantes Saavedra)	Роман «Хитроумный идальго Дон Кихот Ламанчский» (главы) (Novel "The Ingenious Gentleman Don Quixote of La Mancha" (chapters))	1547	1616	translated:spanish	novel	early-17th-c-spain/chivalric-satire?	mandatory	no	7	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 7, Foreign Literature; fixed work; thematic plan §7.1 has no memorization instruction.
П. Мериме; О. Генри (P. Mérimée; O. Henry)	Зарубежная новеллистика (одно-два произведения по выбору). Например, П. Мериме. «Маттео Фальконе»; О. Генри. «Дары волхвов», «Последний лист» ("Foreign Short Fiction" (one or two works by choice), e.g. "Mateo Falcone", "The Gift of the Magi", "The Last Leaf")	1803/1862	1870/1910	translated:various	short-story	various/19th-c-corsica-and-turn-of-century-new-york?	choice-list	no	7	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 7, Foreign Literature; printed open choice formula and examples; thematic plan §7.2 has no memorization instruction.
А. де Сент Экзюпери (A. de Saint-Exupéry)	Повесть-сказка «Маленький принц» (Fairy-tale novella "The Little Prince")	1900	1944	translated:french	novella	none/fable-humanism/loneliness-and-friendship	mandatory	no	7	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 7, Foreign Literature; fixed work; thematic plan §7.3 has no memorization instruction.
У. Шекспир (W. Shakespeare)	Сонеты (один-два по выбору). Например, № 66 «Измучась всем, я умереть хочу…», № 130 «Её глаза на звёзды не похожи…» и другие ("Sonnets" (one or two by choice), e.g. No. 66 "Tired with all these, for restful death I cry", No. 130 "My mistress' eyes are nothing like the sun", and others)	1564	1616	translated:english	poem-cycle	none/love-mortality-and-social-disorder	choice-list	no	8	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 8, Foreign Literature; printed poem-selection group; thematic plan §7.1 contains no «наизусть» instruction.
У. Шекспир (W. Shakespeare)	Трагедия «Ромео и Джульетта» (фрагменты по выбору) (Tragedy "Romeo and Juliet" (fragments by choice))	1564	1616	translated:english	play	renaissance-verona/family-feud	mandatory	no	8	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 8, Foreign Literature; work fixed, fragments selected; thematic plan §7.1 contains no «наизусть» instruction.
Ж.-Б. Мольер (J.-B. Molière)	Комедия «Мещанин во дворянстве» (фрагменты по выбору) (Comedy "The Bourgeois Gentleman" (fragments by choice))	1622	1673	translated:french	play	17th-c-france/class-pretension	mandatory	no	8	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 8, Foreign Literature; work fixed, fragments selected; thematic plan §7.2 contains no «наизусть» instruction.
Неизвестный автор (Unknown author)	«Слово о полку Игореве» ("The Lay of Igor's Campaign")	~1185	~1185	domestic	epic	12th-c-Rus-Polovtsy-war	mandatory	yes	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §1.1 explicitly says «Выразительно читать, в том числе наизусть» for this named work.
М.В. Ломоносов (M.V. Lomonosov)	«Ода на день восшествия на Всероссийский престол Ея Величества Государыни Императрицы Елисаветы Петровны 1747 года» ("Ode on the Day of the Accession to the All-Russian Throne of Her Majesty Empress Elizabeth Petrovna, 1747")	1711	1765	domestic	poem	1747-imperial-russia/court-accession	mandatory	yes	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; fixed named ode separated from the adjacent other-poems choice; thematic plan §2.1 says «Выразительно читать произведение, в том числе наизусть».
М.В. Ломоносов (M.V. Lomonosov)	Другие стихотворения (по выбору) ("Other poems" (by choice))	1711	1765	domestic	poem-cycle	various/unspecified	choice-list	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9, same printed list item as the ode; the open formula names no poem, so the unit-level «наизусть» wording is not assigned to an unnamed text.
Г.Р. Державин (G.R. Derzhavin)	Стихотворения (два по выбору). Например, «Властителям и судиям», «Памятник» и другие ("Poems" (two by choice), e.g. "To Rulers and Judges", "Monument", and others)	1743	1816	domestic	poem-cycle	various/civic-judgment-and-poetic-legacy	choice-list	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §2.2 says poems are read «в том числе наизусть» but leaves the two-poem selection open; no named text is mandated.
Н.М. Карамзин (N.M. Karamzin)	Повесть «Бедная Лиза» (Novella "Poor Liza")	1766	1826	domestic	novella	1790s-moscow/estate-inequality	mandatory	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §2.3 requires expressive reading of fragments, including by roles, but not «наизусть».
В.А. Жуковский (V.A. Zhukovsky)	Баллады, элегии (две по выбору). Например, «Светлана», «Невыразимое», «Море» и другие ("Ballads, elegies" (two by choice), e.g. "Svetlana", "The Inexpressible", "The Sea", and others)	1783	1852	domestic	poem-cycle	various/nature-longing-dream-and-supernatural	choice-list	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §3.1 says lyrical texts are read «в том числе наизусть» but leaves the two-text selection open; no named text is mandated.
А.С. Грибоедов (A.S. Griboyedov)	Комедия «Горе от ума» (Comedy "Woe from Wit")	1795	1829	domestic	play	1820s-moscow/aristocratic-society	mandatory	yes	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §3.2 explicitly says «Выразительно читать произведение, в том числе наизусть и по ролям» for this named play.
К.Н. Батюшков; А.А. Дельвиг; Н.М. Языков; Е.А. Баратынский (K.N. Batyushkov; A.A. Delvig; N.M. Yazykov; E.A. Baratynsky)	Поэзия пушкинской эпохи. К.Н. Батюшков, А.А. Дельвиг, Н.М. Языков, Е.А. Баратынский (не менее трёх стихотворений по выбору) ("Poetry of the Pushkin Era" by the four printed poets (at least three poems by choice))	1787/1798/1803/1800	1855/1831/1846/1844	domestic	poem-cycle	various/unspecified	choice-list	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §3.3 says read «в том числе наизусть» but the author and poem choice remains open; no named text is mandated.
А.С. Пушкин (A.S. Pushkin)	Стихотворения (не менее пяти по выбору). Например, «Бесы», «Брожу ли я вдоль улиц шумных…», «…Вновь я посетил…», «Из Пиндемонти», «К морю», «К***» («Я помню чудное мгновенье…»), «Мадонна», «Осень» (отрывок), «Отцы-пустынники и жёны непорочны…», «Пора, мой друг, пора! Покоя сердце просит…», «Поэт», «Пророк», «Свободы сеятель пустынный…», «Элегия» («Безумных лет угасшее веселье…»), «Я вас любил: любовь ещё, быть может…», «Я памятник себе воздвиг нерукотворный…» и другие ("Poems" (at least five by choice), with the program's printed examples)	1799	1837	domestic	poem-cycle	various/imperial-russia-and-personal-lyric	choice-list	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §3.4 says the unit's works are read «в том числе наизусть и по ролям», but the five-poem selection remains open; no named poem is mandated.
А.С. Пушкин (A.S. Pushkin)	Поэма «Медный всадник» (Poem "The Bronze Horseman")	1799	1837	domestic	poem	1824-st-petersburg-flood/peterine-state	mandatory	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; fixed work; thematic plan §3.4 applies generic «в том числе наизусть» language jointly to a multi-work unit and does not name this text as the memorization selection.
А.С. Пушкин (A.S. Pushkin)	Роман в стихах «Евгений Онегин» (Novel in verse "Eugene Onegin")	1799	1837	domestic	novel	1820s-imperial-russia/aristocracy	mandatory	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; fixed work; thematic plan §3.4 applies generic «в том числе наизусть» language jointly to a multi-work unit and does not name this text as the memorization selection.
М.Ю. Лермонтов (M.Yu. Lermontov)	Стихотворения (не менее пяти по выбору). Например, «Выхожу один я на дорогу…», «Дума», «И скучно и грустно», «Как часто, пёстрою толпою окружён…», «Молитва» («Я, Матерь Божия, ныне с молитвою…»), «Нет, не тебя так пылко я люблю…», «Нет, я не Байрон, я другой…», «Поэт» («Отделкой золотой блистает мой кинжал…»), «Пророк», «Родина», «Смерть Поэта», «Сон» («В полдневный жар в долине Дагестана…»), «Я жить хочу, хочу печали…» и другие ("Poems" (at least five by choice), with the program's printed examples)	1814	1841	domestic	poem-cycle	various/imperial-russia-exile-love-and-poetry	choice-list	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §3.5 says read «в том числе наизусть и по ролям» but the five-poem selection remains open; no named poem is mandated.
М.Ю. Лермонтов (M.Yu. Lermontov)	Роман «Герой нашего времени» (Novel "A Hero of Our Time")	1814	1841	domestic	novel	1830s-caucasus/imperial-officer-society	mandatory	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; fixed work; thematic plan §3.5 applies generic «в том числе наизусть» language jointly to a poetry-and-novel unit and does not name this text as the memorization selection.
Н.В. Гоголь (N.V. Gogol)	Поэма «Мёртвые души» (Poem "Dead Souls")	1809	1852	domestic	novel	19th-c-russia/serfdom-and-bureaucracy	mandatory	yes	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9; thematic plan §3.6 explicitly says «Выразительно читать произведение, в том числе наизусть и по ролям» for this named work.
Данте (Dante)	«Божественная комедия» (не менее двух фрагментов по выбору) ("The Divine Comedy" (at least two fragments by choice))	1265	1321	translated:italian	epic	medieval-italy/afterlife-and-moral-theology	mandatory	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9, Foreign Literature; fixed work, fragments selected; thematic plan §4 has no «наизусть» instruction.
У. Шекспир (W. Shakespeare)	Трагедия «Гамлет» (фрагменты по выбору) (Tragedy "Hamlet" (fragments by choice))	1564	1616	translated:english	play	medieval-denmark/revenge-and-succession?	mandatory	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9, Foreign Literature; fixed work, fragments selected; thematic plan §4 has no «наизусть» instruction.
И.-В. Гёте (J.W. Goethe)	Трагедия «Фауст» (не менее двух фрагментов по выбору) (Tragedy "Faust" (at least two fragments by choice))	1749	1832	translated:german	play	early-modern-germany/knowledge-and-salvation?	mandatory	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9, Foreign Literature; fixed work, fragments selected; thematic plan §4 has no «наизусть» instruction.
Дж.Г. Байрон (G.G. Byron)	Стихотворения (одно по выбору). Например, «Душа моя мрачна. Скорей, певец, скорей!..», «Прощание Наполеона» и другие ("Poems" (one by choice), e.g. "My Soul Is Dark", "Napoleon's Farewell", and others)	1788	1824	translated:english	poem-cycle	various/lament-or-Napoleonic-exile	choice-list	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9, Foreign Literature; printed poem-choice group; thematic plan §4 has no «наизусть» instruction.
Дж.Г. Байрон (G.G. Byron)	Поэма «Паломничество Чайльд-Гарольда» (не менее одного фрагмента по выбору) (Poem "Childe Harold's Pilgrimage" (at least one fragment by choice))	1788	1824	translated:english	poem	napoleonic-europe/travel-and-disillusionment?	mandatory	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9, Foreign Literature; fixed work, fragment selected; thematic plan §4 has no «наизусть» instruction.
Э.Т.А. Гофман; В. Гюго; В. Скотт (E.T.A. Hoffmann; V. Hugo; W. Scott)	Зарубежная проза первой половины XIX в. (одно произведение по выбору). Например, произведения Э.Т.А. Гофмана, В. Гюго, В. Скотта и другие ("Foreign Prose of the First Half of the Nineteenth Century" (one work by choice), e.g. works by Hoffmann, Hugo, Scott, and others)	1776/1802/1771	1822/1885/1832	translated:various	novel	various/unspecified	choice-list	no	9	https://edsoo.ru/wp-content/uploads/2024/06/frp_literatura_5_9_04062024.pdf	2024	2026-08-11	Content overview, Grade 9, Foreign Literature; printed open author-choice formula; thematic plan §4.5 has no «наизусть» instruction.
