author	title	author_born	author_died	origin	genre	subject_era	exam_status	memorize	grade	source	doc_year	retrieved	note
Calvino, Italo	If on a Winter’s Night a Traveller	1923	1985	translated:italian	novel	postmodern-literature?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 3 (p. 31).
Campion, Jane	Bright Star	1954	living	translated:english	film	19th-c-england-romanticism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 18).
Camus, Albert	The Stranger (translated by Matthew Ward)	1913	1960	translated:french	novel	colonial-algeria?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 17).
Chan, Lily	Toyo	~1960	living	domestic	novel	contemporary-australian-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, EAL/D Module B (p. 25).
Chong, Eileen	Burning Rice	1973	living	domestic	poem-cycle	contemporary-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 29).
Clooney, George	Good Night, and Good Luck	1961	living	translated:english	film	1950s-us-mccarthyism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Advanced Module B (p. 20).
Cobby Eckermann, Ali	Inside my Mother	1963	living	domestic	poem-cycle	contemporary-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 12).
Coleridge, Samuel Taylor	Samuel Taylor Coleridge: The Complete Poems	1772	1834	translated:english	poem-cycle	romantic-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 31).
Coppola, Sofia	Lost in Translation	1971	living	translated:english	film	contemporary-globalisation?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 4 (p. 32).
Daldry, Stephen	Billy Elliot	1960	living	translated:english	film	1980s-britain-miners-strike?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list (p. 11).
Daldry, Stephen	The Hours	1960	living	translated:english	film	contemporary-women-mental-health?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 17).
Daoud, Kamel	The Meursault Investigation	1970	living	translated:french	novel	colonial-algeria-postcolonial-memory?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 17).
de Heer, Rolf	Ten Canoes	1951	living	domestic	film	precolonial-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, EAL/D Module B (p. 25).
de Waal, Edmund	The Hare with Amber Eyes	1964	living	translated:english	essay	19th-20th-c-europe-jewish-persecution?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Advanced Module B (p. 20).
Del Toro, Guillermo	Pan’s Labyrinth	1964	living	translated:spanish	film	post-civil-war-spain?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 3 (p. 31).
Dickens, Charles	Great Expectations	1812	1870	translated:english	novel	victorian-england-class?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Advanced Module B (p. 19).
Dickinson, Emily	The Complete Poems	1830	1886	translated:english	poem-cycle	19th-c-us-interiority?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 32).
Dobson, Rosemary	Rosemary Dobson Collected	1920	2012	domestic	poem-cycle	20th-c-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list; listed selections constitute the prescribed text (p. 11).
Doerr, Anthony	All the Light We Cannot See	1973	living	translated:english	novel	WWII-occupation	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list (p. 10).
Donne, John	John Donne: A Selection of His Poetry	1572	1631	translated:english	poem-cycle	early-modern-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice; listed selections constitute the prescribed text (p. 18).
Edson, Margaret	W;t	1961	living	translated:english	play	contemporary-illness?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 18).
Eliot, TS	TS Eliot: Selected Poems	1888	1965	translated:english	poem-cycle	modernism-post-WWI?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 19).
Faulkner, William	As I Lay Dying	1897	1962	translated:english	novel	20th-c-us-south?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 4 (p. 32).
Forster, EM	A Passage to India	1879	1970	translated:english	novel	british-raj?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 1 (p. 29).
Funder, Anna	Stasiland	1966	living	domestic	essay	cold-war-east-germany?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Standard Module B (p. 14).
Gaita, Raimond	Romulus, My Father	1946	living	domestic	essay	post-WWII-migration-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, EAL/D Module C (p. 26).
Gaskell, Elizabeth	North and South	1810	1865	translated:english	novel	victorian-industrial-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 2 (p. 30).
Gavron, Sarah	Brick Lane	1970	living	translated:english	film	contemporary-british-bangladeshi-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 1 (p. 29).
Gow, Michael	Away	1957	living	domestic	play	1960s-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, EAL/D Module C (p. 26).
Gray, Robert	Coast Road	1945	living	domestic	poem-cycle	contemporary-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 14).
Guevara, Ernesto ‘Che’	The Motorcycle Diaries	1928	1967	translated:spanish	essay	1950s-latin-america?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, EAL/D Module A (p. 24).
Haddon, Mark	The Curious Incident of the Dog in the Night-time	1962	living	translated:english	novel	contemporary-disability?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Standard Module B (p. 14).
Harrison, Jane	Rainbow’s End	1960	living	domestic	play	1950s-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module and EAL/D Module A choice list (pp. 11, 23).
Harrison, Melissa	Clay	1975	living	translated:english	novel	contemporary-urban-nature?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 5 (p. 33).
Heaney, Seamus	Opened Ground: Poems 1966–1996	1939	2013	translated:english	poem-cycle	northern-ireland-troubles?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 30).
Hughes, Langston	‘The Negro Speaks of Rivers’, ‘Aunt Sue’s Stories’, ‘A Song to a Negro Wash-woman’, ‘I, Too’, ‘The Weary Blues’, ‘Theme for English B’, ‘Night Funeral in Harlem’	1901	1967	translated:english	poem-cycle	harlem-renaissance-racism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	All listed selections constitute one prescribed text; NESA choice list, EAL/D Module B (p. 25).
Hughes, Ted	Birthday Letters	1930	1998	translated:english	poem-cycle	late-20th-c-marriage?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice; listed selections constitute the prescribed text (p. 18).
Ibsen, Henrik	A Doll’s House	1828	1906	translated:norwegian	play	19th-c-gender?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Advanced Module B (p. 19).
Ishiguro, Kazuo	An Artist of the Floating World	1954	living	translated:english	novel	post-WWII-japan-memory?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Advanced Module B (p. 19).
Jones, Emma	The Striped World	~1973	living	translated:english	poem-cycle	contemporary?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 26).
Jones, Gail	Sixty Lights	1955	living	domestic	novel	19th-c-empire?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 4 (p. 32).
Keats, John	The Complete Poems	1795	1821	translated:english	poem-cycle	romantic-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice; listed selections constitute the prescribed text (p. 18).
Lahiri, Jhumpa	The Namesake	1967	living	translated:english	novel	contemporary-indian-american-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, EAL/D Module C (p. 26).
Lang, Fritz	Metropolis	1890	1976	translated:german	film	weimar-industrial-modernity?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 2 (p. 30).
Lawler, Ray	Summer of the Seventeenth Doll	1921	2017	domestic	play	1950s-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA Standard Module A and EAL/D Module B choice list (pp. 12, 25).
Lawson, Henry	The Penguin Henry Lawson Short Stories	1867	1922	domestic	short-story	colonial-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; five named stories constitute the prescribed text (p. 12).
Le Guin, Ursula	The Left Hand of Darkness	1929	2018	translated:english	novel	near-future-gender?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 3 (p. 31).
Levy, Andrea	Small Island	1956	2019	translated:english	novel	post-WWII-britain-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Standard Module A (p. 12).
Lohrey, Amanda	Vertigo	1958	living	domestic	novel	contemporary-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list (p. 10).
Malouf, David	Earth Hour	1934	living	domestic	poem-cycle	contemporary-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 19).
Mansfield, Katherine	The Collected Stories	1888	1923	translated:english	short-story	modernism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 32).
Merewether, Janet	Reindeer in my Saami Heart	~1960	living	domestic	media	contemporary-saami?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA Standard Module A and EAL/D Module B choice list (pp. 13, 25).
Miller, Alex	Journey to the Stone Country	1936	living	domestic	novel	contemporary-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 5 (p. 33).
Miller, Arthur	The Crucible	1915	2005	translated:english	play	1690s-salem-witch-trials?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list (p. 11).
Nabokov, Vladimir	Speak, Memory	1899	1977	translated:english	essay	20th-c-russian-emigration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Advanced Module B (p. 20).
Nasht, Simon	Frank Hurley: The Man Who Made History	~1960	living	domestic	media	WWI-australian-war-photography?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Standard Module B (p. 14).
Nettheim, Daniel	The Hunter	1970	living	domestic	film	contemporary-environment?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 5 (p. 33).
Noonuccal, Oodgeroo	‘The Past’, ‘China…Woman’, ‘Reed Flute Cave’, ‘Entombed Warriors’, ‘Visit to Sun Yat-Sen Memorial Hall’, ‘Sunrise on Huampu River’, ‘A Lake Within a Lake’	1920	1993	domestic	poem-cycle	colonisation-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	All listed selections constitute one prescribed text; NESA choice list, Standard Module B (p. 14).
Noonuccal, Oodgeroo	My People (4th edition)	1920	1993	domestic	poem-cycle	colonisation-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list; listed selections constitute the prescribed text (p. 23).
O’Mahoney, Ivan	Go Back to Where You Came From – Series 1, Episodes 1, 2 and 3 and The Response	1972	living	domestic	media	contemporary-asylum-seekers?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module and EAL/D Module A choice list (pp. 11, 24).
Orwell, George	Nineteen Eighty-Four	1903	1950	translated:english	novel	totalitarianism?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list (p. 10).
Pacino, Al	Looking for Richard	1940	living	translated:english	film	renaissance-england-adaptation?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 17).
Parrett, Favel	Past the Shallows	1974	living	domestic	novel	contemporary-tasmania?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module and EAL/D Module A choice list (pp. 10, 23).
Perkins, Rachel	One Night the Moon	1970	living	domestic	film	1930s-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA Standard Module A and EAL/D Module A choice list (pp. 13, 24).
Plath, Sylvia	Ariel	1932	1963	translated:english	poem-cycle	mid-20th-c-women-mental-health?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice; listed selections constitute the prescribed text (p. 18).
Proulx, Annie	The Shipping News	1935	2025	translated:english	novel	contemporary-newfoundland?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 5 (p. 33).
Pung, Alice	Unpolished Gem	1981	living	domestic	essay	contemporary-vietnamese-australian-migration?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA Standard Module A and EAL/D Module A choice list (pp. 13, 24).
Rankin, Scott	Namatjira from Namatjira & Ngapartji Ngapartji – Two plays by Scott Rankin	1966	living	domestic	play	colonisation-indigenous-australia?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA Standard Module B and EAL/D Module C choice list (pp. 14, 26).
Shakespeare, William	A Midsummer Night’s Dream	1564	1616	translated:english	play	early-modern-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Standard Module B (p. 14).
Shakespeare, William	Hamlet	1564	1616	translated:english	play	early-modern-denmark?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Extension 1 Elective 4 (p. 32).
Shakespeare, William	King Henry IV, Part 1	1564	1616	translated:english	play	early-modern-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA choice list, Advanced Module B (p. 20).
Shakespeare, William	King Richard III	1564	1616	translated:english	play	late-medieval-england?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA paired choice, Advanced Module A (p. 17).
Shakespeare, William	The Merchant of Venice	1564	1616	translated:english	play	early-modern-venice-jewish-persecution?	choice-list	no	11-12	https://www.nsw.gov.au/sites/default/files/noindex/2025-04/2024-english-prescriptions-2019-2026-english-stage-6-prescriptions-modules-electives-and-texts.pdf	2024	2026-08-11	NESA common-module choice list (p. 11).
