author	title	author_born	author_died	origin	genre	subject_era	exam_status	memorize	grade	source	doc_year	retrieved	note
王安石 (Wang Anshi)	"《登飞来峰》 (""Ascending Feilai Peak"")"	1021	1086	domestic	poem	northern-song-political-aspiration	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 29 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
苏轼 (Su Shi)	"《江城子》（老夫聊发少年狂） (""Riverside Town - Hunting at Mizhou"")"	1037	1101	domestic	poem	song-frontier-defense	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 30 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
苏轼 (Su Shi)	"《水调歌头》（明月几时有） (""Prelude to Water Melody - How Rare the Moon"")"	1037	1101	domestic	poem	none/family-separation	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 31 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
李清照 (Li Qingzhao)	"《渔家傲》（天接云涛连晓雾） (""Pride of Fishermen - Sky Touches Cloud Waves"")"	1084	~1155	domestic	poem	none/visionary-escape	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 32 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
陆游 (Lu You)	"《游山西村》 (""Visiting Shanxi Village"")"	1125	1210	domestic	poem	southern-song-pastoral	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 33 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
辛弃疾 (Xin Qiji)	"《南乡子》（何处望神州） (""Southern Country Boy - Where to Gazing at Central Plains"")"	1140	1207	domestic	poem	southern-song-jin-war	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 34 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
辛弃疾 (Xin Qiji)	"《破阵子》（醉里挑灯看剑） (""Dance of the Cavalry - Drunk Under the Lamp"")"	1140	1207	domestic	poem	southern-song-jin-war	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 35 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
文天祥 (Wen Tianxiang)	"《过零丁洋》 (""Passing Lingding Ocean"")"	1236	1283	domestic	poem	song-mongol-conquest	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 36 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
马致远 (Ma Zhiyuan)	"《天净沙·秋思》 (""Clear Sky Sand - Autumn Thoughts"")"	~1250	1321	domestic	poem	yuan-dynasty-wanderer	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 37 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
张养浩 (Zhang Yanghao)	"《山坡羊·潼关怀古》 (""Mountain Sheep - Meditations on Tong Pass"")"	1270	1329	domestic	poem	yuan-dynasty-peasant-suffering	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 38 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
龚自珍 (Gong Zizhen)	"《己亥杂诗》（浩荡离愁白日斜） (""Jihai Miscellaneous Poems"")"	1792	1841	domestic	poem	late-qing-reform/resignation	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 39 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
秋瑾 (Qiu Jin)	"《满江红》（小住京华） (""River All Red - Staying Brief in Capital"")"	1875	1907	domestic	poem	1911-revolution-precursor	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 40 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
孔子及其弟子 (Confucian School)	"《论语》十二章 (""Twelve Chapters of Analects"")"	-551	-479	domestic	essay	spring-autumn-period	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 41 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
左丘明 (Zuo Qiuming)	"《曹刿论战》（《左传》） (""Cao Gui on War"" - Zuo Zhuan)"	~-502	~-422	domestic	essay	spring-autumn-war	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 42 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
孟子 (Mencius)	"《孟子》三则 (""Three Selections from Mencius"")"	-372	-289	domestic	essay	warring-states	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 43 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
庄子 (Zhuangzi)	"《庄子》一则（北冥有鱼） (""Selection from Zhuangzi - Fish in Northern Ocean"")"	-369	-286	domestic	essay	warring-states	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 44 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
佚名 (Anonymous)	"《礼记》一则（虽有嘉肴） (""Selection from Book of Rites - Fine Delicacies"")"	-475	-221	domestic	essay	warring-states-education	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 45 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
吕不韦门客 (Retainers of Lu Buwei)	"《吕氏春秋》一则（伯牙鼓琴） (""Selection from Master Lu's Spring and Autumn Annals"")"	-291	-235	domestic	short-story	warring-states-friendship	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 46 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
刘向 编 (Liu Xiang ed.)	"《邹忌讽齐王纳谏》（《战国策》） (""Zou Ji Remonstrates with King of Qi"")"	-77	-6	domestic	essay	warring-states-diplomacy	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 47 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
诸葛亮 (Zhuge Liang)	"《出师表》 (""Memorial on Taking the Field"")"	181	234	domestic	essay	three-kingdoms-war	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 48 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
陶潜 (Tao Qian)	"《桃花源记》 (""The Peach Blossom Spring"")"	365	427	domestic	essay	qin-war-refuge/eastern-jin-utopia	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 49 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
陶弘景 (Tao Hongjing)	"《答谢中书书》 (""In Reply to Xie Zhongshu's Letter"")"	456	536	domestic	essay	southern-dynasties-nature	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 50 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
郦道元 (Li Daoyuan)	"《三峡》 (""Three Gorges"")"	466	527	domestic	essay	northern-wei-geography	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 51 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
韩愈 (Han Yu)	"《杂说（四）》（《马说》） (""On Horses"")"	768	824	domestic	essay	tang-dynasty-talent	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 52 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
刘禹锡 (Liu Yuxi)	"《陋室铭》 (""Inscription on My Crude Dwelling"")"	772	842	domestic	essay	tang-dynasty-virtue	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 53 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
柳宗元 (Liu Zongyuan)	"《小石潭记》 (""Small Stone Pond"")"	773	819	domestic	essay	tang-banishment-landscape	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 54 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
范仲淹 (Fan Zhongyan)	"《岳阳楼记》 (""Memorial on Yueyang Tower"")"	989	1052	domestic	essay	song-reform-exile	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 55 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
欧阳修 (Ouyang Xiu)	"《醉翁亭记》 (""The Old Drunkard's Pavilion"")"	1007	1072	domestic	essay	song-dynasty-exile-governance	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 56 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
周敦颐 (Zhou Dunyi)	"《爱莲说》 (""On Loving the Lotus"")"	1017	1073	domestic	essay	song-neo-confucian-virtue	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 57 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
苏轼 (Su Shi)	"《记承天寺夜游》 (""Night Tour at Chengtian Temple"")"	1037	1101	domestic	essay	song-exile-friendship	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 58 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
宋濂 (Song Lian)	"《送东阳马生序》 (""Preface Presented to Ma of Dongyang"")"	1310	1381	domestic	essay	ming-dynasty-hardship-learning	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 59 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
张岱 (Zhang Dai)	"《湖心亭看雪》 (""Watching Snow at Lake Pavilion"")"	1597	1689	domestic	essay	ming-dynasty-fall-nostalgia	choice-list	no	7-9	https://www.moe.gov.cn/srcsite/A26/s8001/202204/W020220420582344386456.pdf	2022	2026-08-10	Appendix 1 item 60 (MOE 2022 Curriculum Standard: Grade 7-9 recitation recommendation; specific pieces left to editors and teachers)
鲁迅 (Lu Xun)	"《朝花夕拾》 (""Dawn Blossoms Plucked at Dusk"")"	1881	1936	domestic	essay	late-qing-modernization	choice-list	no	7	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 7 S1 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
吴承恩 (Wu Cheng'en)	"《西游记》 (""Journey to the West"")"	~1500	~1582	domestic	novel	tang-monk-pilgrimage?	choice-list	no	7	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 7 S1 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
老舍 (Lao She)	"《骆驼祥子》 (""Rickshaw Boy"")"	1899	1966	domestic	novel	1920s-1930s-beijing-urban-poverty	choice-list	no	7	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 7 S2 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
儒勒·凡尔纳 (Jules Verne)	"《海底两万里》 (""Twenty Thousand Leagues Under the Sea"")"	1828	1905	translated:french	novel	19th-c-exploration	choice-list	no	7	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 7 S2 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
埃德加·斯诺 (Edgar Snow)	"《红星照耀中国》 (""Red Star Over China"")"	1905	1972	translated:english	essay	red-army-long-march	choice-list	no	8	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 8 S1 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
尼古拉·奥斯特洛夫斯基 (Nikolai Ostrovsky)	"《钢铁是怎样炼成的》 (""How the Steel Was Tempered"")"	1904	1936	translated:russian	novel	russian-civil-war	choice-list	no	8	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 8 S2 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
艾青 (Ai Qing)	"《艾青诗选》 (""Selected Poems of Ai Qing"")"	1910	1996	domestic	poem-cycle	1930s-1970s-rural-suffering/anti-japanese-war/post-mao-renewal	choice-list	no	9	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 9 S1 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
施耐庵 (Shi Nai'an)	"《水浒传》 (""Water Margin"")"	~1296	~1372	domestic	novel	song-dynasty-peasant-rebellion	choice-list	no	9	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 9 S1 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
夏洛蒂·勃朗特 (Charlotte Brontë)	"《简·爱》 (""Jane Eyre"")"	1816	1855	translated:english	novel	19th-c-victorian-class-gender	choice-list	no	9	http://www.pep.com.cn	2024	2026-08-10	PEP Tongbian Textbook Grade 9 S2 名著导读 unit; grade placement unreceipted in resources/; named as an example in MOE 2022 Appendix 2
