author	title	author_born	author_died	origin	genre	subject_era	exam_status	memorize	grade	source	doc_year	retrieved	note
І. Жансүгіров (Ilyas Zhansugirov)	"Жетісу суреттері" (Poem "Pictures of Zhetysu")	1894	1938	domestic	poem	none/nature/place	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 47 (Kazakh Lang & Lit), 4th Q
Абай Құнанбаев (Abai Kunanbayev)	"Слова назидания" - "17 Слово" (Word 17 from "Words of Edification")	1845	1904	domestic	essay	none/didactic-philosophy	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 1st Q
М. Шаханов (Mukhtar Shakhanov)	"Четыре матери" (Poem "Four Mothers")	1942	living	domestic	poem	none/national-cultural-identity	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 1st Q
В. Гундарев (Vladimir Gundarev)	"На земле Абая" (Poem "On Abai's Land")	1944	2012	domestic	poem	19thc-cultural-legacy/Abai	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 1st Q
А.С. Пушкин (Alexander Pushkin)	"Капитанская дочка" (Novel "The Captain's Daughter")	1799	1837	translated:russian	novel	18thc-rebellion	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 2nd Q
М. Шаханов (Mukhtar Shakhanov)	"Отрарская поэма о побежденном победителе" (Poem "Otrar Poem of the Vanquished Victor")	1942	living	domestic	poem	middle-ages	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 2nd Q
М. Ауэзов (Mukhtar Auezov)	"Путь Абая" (үзінді) (Novel "Path of Abai" [excerpt])	1897	1961	domestic	novel	19thc-tradition	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 2nd Q
Ә. Кекілбаев (Abish Kekilbayev)	"Плеяды – созвездие надежды" (Novella "Pleiades")	1939	2015	domestic	novella	18thc-tsarist-expansion/diplomacy	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 2nd Q
А. Байтұрсынов (Akhmet Baitursynov)	"Великий поэт казахов" (Essay "Great Poet of Kazakhs")	1872	1937	domestic	essay	19thc-tradition	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 2nd Q
Ч.Т. Айтматов (Chingiz Aitmatov)	"Легенда о рогатой матери-оленихе" (Excerpt from novella "The White Ship")	1928	2008	translated:kyrgyz	novella	none/myth/ancestral-violence	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 2nd Q
Р. Брэдбери (Ray Bradbury)	"Все лето в один день" (Short story "All Summer in a Day")	1920	2012	translated:english	short-story	modernity	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 2nd Q
У. Шекспир (William Shakespeare)	"Ромео и Джульетта" (Play "Romeo and Juliet")	1564	1616	translated:english	play	none/romance	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 3rd Q
К.Г. Паустовский (Konstantin Paustovsky)	"Телеграмма" (Short story "The Telegram")	1892	1968	translated:russian	short-story	postwar-family-separation	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 3rd Q
М. Светлов (Mikhail Svetlov)	"Гренада" (Poem "Grenada")	1903	1964	translated:russian	poem	Russian-Civil-War/internationalism	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 3rd Q
М. Горький (Maxim Gorky)	"Сказки об Италии" (Short story cycle "Tales of Italy")	1868	1936	translated:russian	short-story	early-20thc-Italian-labor-struggle	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 3rd Q
В. Астафьев (Viktor Astafyev)	"Деревья растут для всех" (Short story "Trees Grow for Everyone")	1924	2001	translated:russian	short-story	1930s-Soviet-rural-childhood	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 3rd Q
М.Ю. Лермонтов (Mikhail Lermontov)	"Смерть поэта" (Poem "Death of the Poet")	1814	1841	translated:russian	poem	tsarist-repression/Pushkin-death	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 4th Q
Е.А. Евтушенко (Yevgeny Yevtushenko)	"Людей неинтересных в мире нет" (Poem "No People Are Uninteresting in the World")	1932	2017	translated:russian	poem	none/human-dignity/memory	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 4th Q
В. Ян (Vasily Yan)	"Чингиз-хан" (үзінді) (Novel "Chingiz-Khan" [excerpt])	1875	1954	translated:russian	novel	middle-ages	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 4th Q
Ч. Айтматов (Chingiz Aitmatov)	"Плаха" (үзінді) (Novel "The Place of the Skull" [excerpt])	1928	2008	translated:kyrgyz	novel	late-Soviet-moral/environmental-crisis	choice-list	no	9	https://adilet.zan.kz/rus/docs/V2200029767	2023	2026-08-10	App 48 (Russian Lang & Lit), 4th Q
