author	title	author_born	author_died	origin	genre	subject_era	exam_status	memorize	grade	source	doc_year	retrieved	note
Anonymous (Gautama Buddha / Betty Renshaw)	The Sermon at Benares	~563 BCE	~483 BCE	domestic	essay	antiquity-ancient-india-buddhism	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Prose Ch 8; retelling of Kisa Gotami & Buddha's sermon
Anton Chekhov	The Proposal	1860	1904	translated:russian	play	19th-c-russian-gentry-satire	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Prose Ch 9; Russian play (Предложение) translated into English
Robert Frost	Dust of Snow	1874	1963	translated:english	poem	none/nature	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 1; American poet
Robert Frost	Fire and Ice	1874	1963	translated:english	poem	none/desire-hatred-and-apocalyptic-allegory	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 2; American poet
Leslie Norris	A Tiger in the Zoo	1921	2006	translated:english	poem	none/nature	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 3; Welsh poet
Carolyn Wells	How to Tell Wild Animals	1862	1942	translated:english	poem	none/humor	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 4; American poet
John Berryman	The Ball Poem	1914	1972	translated:english	poem	none/existential-loss?	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 5; American poet
Robin Klein	Amanda!	1936	living	translated:english	poem	none/parental-control-and-imagined-escape	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 6; Australian poet
Adrienne Rich	The Trees	1929	2012	translated:english	poem	none/nature-escape-and-freedom-allegory	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 7; American poet
Carl Sandburg	Fog	1878	1967	translated:english	poem	none/nature	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 8; American poet
Ogden Nash	The Tale of Custard the Dragon	1902	1971	translated:english	poem	none/humor	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 9; American poet
William Butler Yeats	For Anne Gregory	1865	1939	translated:english	poem	none/romance	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	First Flight Poem 10; Irish poet
James Herriot	A Triumph of Surgery	1916	1995	translated:english	short-story	mid-20th-c-yorkshire-veterinary?	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 1; British author
Ruskin Bond	The Thief's Story	1934	living	domestic	short-story	modern-indian-small-town-morality?	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 2; Indian English author
Robert Arthur	The Midnight Visitor	1909	1969	translated:english	short-story	cold-war-espionage?	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 3; American author
Victor Canning	A Question of Trust	1911	1986	translated:english	short-story	none/crime-deception-and-irony	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 4; British author
H.G. Wells	Footprints Without Feet	1866	1946	translated:english	novella	victorian-science-morality	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 5; excerpt from The Invisible Man; British author
Robert W. Peterson	The Making of a Scientist	1925	2006	translated:english	essay	20th-c-american-science/biography	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 6; biography of Richard Ebright; American author
Guy de Maupassant	The Necklace	1850	1893	translated:french	short-story	19th-c-paris-bourgeoisie	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 7; French story (La Parure) translated into English
K.A. Abbas (Khwaja Ahmad Abbas)	Bholi	1914	1987	domestic	short-story	20th-c-indian-rural-female-education	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 8; Indian author
Claire Boiko	The Book that Saved the Earth	1923	2018	translated:english	play	2040-martian-invasion/25th-c-historical-frame	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/English_LL_2024-25.pdf	2024	2026-08-10	Footprints Without Feet Ch 9; American author
सूरदास (Surdas)	"पद (""Pad"" - Verses)"	1478	1583	domestic	poem-cycle	mythic-krishna-era/gopi-separation-and-devotion	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Kavya Ch 1; Bhakti movement poetry in Braj Bhasha
तुलसीदास (Tulsidas)	"राम-लक्ष्मण-परशुराम संवाद (""Ram-Lakshman-Parashuram Samvad"" - Dialogue between Ram, Lakshman and Parashuram)"	1532	1623	domestic	poem	antiquity-ramayana-epic	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Kavya Ch 2; excerpt from Ramcharitmanas
जयशंकर प्रसाद (Jaishankar Prasad)	"आत्मकथ्य (""Atmakathya"" - Personal Statement / Autobiography in Verse)"	1889	1937	domestic	poem	none/introspection-and-reluctance-to-self-disclose	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Kavya Ch 4; Chhayavadi poetry
सूर्यकांत त्रिपाठी 'निराला' (Suryakant Tripathi 'Nirala')	"उत्साह और अट नहीं रही (""Utsah"" aur ""Att Nahi Rahi"" - Enthusiasm / Uncontainable Spring)"	1899	1961	domestic	poem-cycle	none/nature-spring-and-revolutionary-renewal	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Kavya Ch 5; two Chhayavadi poems
नागार्जुन (Nagarjun)	"यह दंतुरित मुस्कान और फसल (""Yah Danturit Muskan"" aur ""Fasal"" - This Baby Smile and Harvest)"	1911	1998	domestic	poem-cycle	none/family-affection-and-collective-agrarian-labor	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Kavya Ch 6; Progressive poetry
मंगलेश डबराल (Manglesh Dabral)	"संगतकार (""Sangatkar"" - The Accompanist)"	1948	2020	domestic	poem	none/overlooked-artistic-labor	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Kavya Ch 9; poem on background artists
स्वयं प्रकाश (Swayam Prakash)	"नेताजी का चश्मा (""Netaji Ka Chashma"" - Netaji's Spectacles)"	1947	2019	domestic	short-story	post-independence-patriotism/bose-legacy?	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Gadya Ch 10; story on Subhas Chandra Bose statue
रामवृक्ष बेनीपुरी (Ramvriksha Benipuri)	"बालगोबिन भगत (""Baalgobind Bhagat"")"	1899	1968	domestic	short-story	20th-c-bihar-rural-saintliness?	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Gadya Ch 11; character sketch
यशपाल (Yashpal)	"लखनवी अंदाज़ (""Lakhnavi Andaz"" - Lucknow Style)"	1903	1976	domestic	short-story	post-feudal-gentry-pretension?	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Gadya Ch 12; satirical story on decaying feudal aristocracy
मन्नू भंडारी (Mannu Bhandari)	"एक कहानी यह भी (""Ek Kahani Yeh Bhi"" - This Too Is a Story)"	1931	2021	domestic	essay	1946-1947-independence-agitation/female-authorship-and-autonomy	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Gadya Ch 14; autobiographical essay touching 1947 independence
यतींद्र मिश्र (Yatindra Mishra)	"नौबतखाने में इबादत (""Naubatkhane Mein Ibadat"" - Worship in the Music Chamber)"	1977	living	domestic	essay	20th-c-india/bismillah-khan-shehnai-and-1947-independence	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Gadya Ch 16; portrait of Ustad Bismillah Khan
भदंत आनंद कौसल्यायन (Bhadant Anand Kausalyayan)	"संस्कृति (""Sanskriti"" - Culture)"	1905	1988	domestic	essay	none/culture-civilization-and-human-invention	mandatory	no	10	https://cbseacademic.nic.in/web_material/CurriculumMain25/Sec/Hindi_A_Sec_2024-25.pdf	2024	2026-08-10	Kshitij Part-2 Gadya Ch 17; philosophical essay
