author	title	author_born	author_died	origin	genre	subject_era	exam_status	memorize	grade	source	doc_year	retrieved	note
Cláudio Manuel da Costa	Sonetos ("Sonnets")	1729	1789	domestic	poem-cycle	18th-c-arcadismo/inconfidencia-mineira?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Gonçalves Dias	Poesias ("Poems")	1823	1864	domestic	poem-cycle	19th-c-indianism/romanticism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Álvares de Azevedo	Noite na taverna, Lira dos vinte anos ("Night at the Tavern, Lyre of the Twenty Years")	1831	1852	domestic	short-story	ultra-romanticism-melancholy?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Castro Alves	Espumas flutuantes, Os escravos ("Floating Foams, The Slaves")	1847	1871	domestic	poem-cycle	abolitionism-condorism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
José de Alencar	Iracema, O guarani, Til, Senhora ("Iracema, O Guarani, Til, Senhora")	1829	1877	domestic	novel	colonial-indigenism-urban-romanticism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Manuel Antônio de Almeida	Memórias de um sargento de milícias ("Memoirs of a Militia Sergeant")	1831	1861	domestic	novel	joannine-court-rio-de-janeiro?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Machado de Assis	Memórias póstumas de Brás Cubas, Dom Casmurro, Esaú e Jacó, Memorial de Aires - Papéis avulsos, Histórias sem data, Várias histórias ("The Posthumous Memoirs of Brás Cubas, Dom Casmurro, Esau and Jacob, Counselor Ayres Memorial, Loose Papers, Undated Stories, Various Stories")	1839	1908	domestic	novel	late-19th-c-second-reign-rio-society?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Aluísio Azevedo	O cortiço ("The Slum")	1857	1913	domestic	novel	late-19th-c-naturalism-rio-urbanization?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Raul Pompeia	O Ateneu ("The Athenaeum")	1863	1895	domestic	novel	late-19th-c-boarding-school-impressionism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Raimundo Correia	Sinfonias ("Symphonies")	1859	1911	domestic	poem-cycle	parnassianism-pessimism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Cruz e Sousa	Broquéis, Últimos sonetos ("Shields, Last Sonnets")	1861	1898	domestic	poem-cycle	symbolism-afro-brazilian-transcendence?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Lima Barreto	Triste fim de Policarpo Quaresma ("The Sad End of Policarpo Quaresma")	1881	1922	domestic	novel	early-republic-nationalism-floriano-dictatorship?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Mário de Andrade	Lira paulistana, Amar, verbo intransitivo, Macunaíma, Contos novos ("Paulistana Lyre, To Love, Intransitive Verb, Macunaíma, New Stories")	1893	1945	domestic	novel	1920s-modernism-folklore-paulista-identity?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Oswald de Andrade	Poesias reunidas, Memórias sentimentais de João Miramar ("Collected Poems, Sentimental Memoirs of João Miramar")	1890	1954	domestic	novel	1920s-modernism-anthropophagy?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Alcântara Machado	Brás, Bexiga e Barra Funda ("Brás, Bexiga, and Barra Funda")	1901	1935	domestic	short-story	italian-immigration-sao-paulo?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Manuel Bandeira	Estrela da vida inteira ("Star of Whole Life")	1886	1968	domestic	poem-cycle	modernism-pasargada-existentialism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
José Lins do Rego	Fogo morto ("Dead Fires")	1901	1957	domestic	novel	decline-of-sugar-mills-nordeste?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Graciliano Ramos	São Bernardo, Vidas secas ("São Bernardo, Barren Lives")	1892	1953	domestic	novel	1930s-nordeste-drought-coronelismo?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
João Guimarães Rosa	Sagarana, Primeiras estórias, Manuelzão e Miguilim ("Sagarana, First Stories, Manuelzão and Miguilim")	1908	1967	domestic	short-story	minas-gerais-sertao-existentialism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Jorge Amado	Capitães da Areia ("Captains of the Sands")	1912	2001	domestic	novel	1930s-bahian-street-children-poverty?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Helena Morley	Minha vida de menina ("My Life as a Little Girl")	1880	1970	domestic	essay	post-abolition-diamantina-mining-town?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Clarice Lispector	Perto do coração selvagem, A legião estrangeira, A hora da estrela ("Near to the Wild Heart, The Foreign Legion, The Hour of the Star")	1920	1977	domestic	novel	20th-c-existentialism-nordeste-migration-rio?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Pedro Nava	Balão cativo ("Tethered Balloon")	1903	1984	domestic	essay	20th-c-memoir-juiz-de-fora-belo-horizonte?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Rubem Braga	Crônicas - Contos ("Chronicles - Short Stories")	1913	1990	domestic	short-story	mid-20th-c-urban-lyricism-rio?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Dalton Trevisan	Cemitério de elefantes ("Elephants Cemetery")	1925	2024	domestic	short-story	mid-20th-c-curitiba-urban-marginality?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Rubem Fonseca	Feliz ano novo ("Happy New Year")	1925	2020	domestic	short-story	1970s-military-dictatorship-urban-violence?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Carlos Drummond de Andrade	Sentimento do mundo, A rosa do povo, Claro enigma ("Feeling of the World, The Rose of the People, Clear Enigma")	1902	1987	domestic	poem-cycle	WWII-getulio-vargas-dictatorship?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
João Cabral de Melo Neto	Morte e vida severina, A educação pela pedra ("Severe Death and Life, Education by Stone")	1920	1999	domestic	poem-cycle	nordeste-drought-migration-death?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Ferreira Gullar	Toda poesia ("All Poetry")	1930	2016	domestic	poem-cycle	military-dictatorship-exile-dirty-poem?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Anônimo (Tradicional Português)	(Cantigas de amigo e Cantigas de amor) ("(Cantigas de amigo and Cantigas de amor)")	traditional	traditional	translated:portuguese (doc-marked)	poem-cycle	medieval-galician-portuguese-lyricism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Gil Vicente	Farsa de Inês Pereira, Auto da barca do inferno ("The Farce of Inês Pereira, Act of the Ship of Hell")	~1465	~1536	translated:portuguese (doc-marked)	play	renaissance-humanism-social-satire?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Luís de Camões	Poesia lírica: sonetos; poesia épica: episódios de Os Lusíadas ("Lyrical poetry: sonnets; epic poetry: episodes of Os Lusíadas")	1524	1580	translated:portuguese (doc-marked)	epic	age-of-discovery-portuguese-expansion?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Padre Antônio Vieira	Sermão da sexagésima, Sermão da quarta-feira de cinzas ("Sermon of Sexagesima, Sermon of Ash Wednesday")	1608	1697	translated:portuguese (doc-marked)	essay	baroque-counter-reformation-sermons?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Bocage	Sonetos ("Sonnets")	1765	1805	translated:portuguese (doc-marked)	poem-cycle	18th-c-arcadismo-pre-romanticism?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Almeida Garrett	Viagens na minha terra ("Travels in My Land")	1799	1854	translated:portuguese (doc-marked)	novel	19th-c-liberal-wars-portugal?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Alexandre Herculano	Eurico, o presbítero ("Eurico, the Priest")	1810	1877	translated:portuguese (doc-marked)	novel	visigothic-spain-moorish-conquest?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Camilo Castelo Branco	Amor de perdição ("Doomed Love")	1825	1890	translated:portuguese (doc-marked)	novel	19th-c-ultra-romanticism-tragedy?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Eça de Queirós	A cidade e as serras, O primo Basílio, A ilustre casa de Ramires, Os Maias, A relíquia ("The City and the Mountains, Cousin Basílio, The Illustrious House of Ramires, The Maias, The Relic")	1845	1900	translated:portuguese (doc-marked)	novel	19th-c-realism-lisbon-bourgeoisie?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Camilo Pessanha	Clepsidra ("Clepsydra")	1867	1926	translated:portuguese (doc-marked)	poem-cycle	symbolism-decadentism-macau?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Mário de Sá-Carneiro	poesia: Dispersão e Indícios de Oiro ("poetry: Dispersion and Indications of Gold")	1890	1916	translated:portuguese (doc-marked)	poem-cycle	orpheu-modernism-paris-existential-neurosis?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Fernando Pessoa	Poesia ortônima e heterônima ("Orthonymous and heteronymous poetry")	1888	1935	translated:portuguese (doc-marked)	poem-cycle	orpheu-modernism-heteronymy?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Miguel Torga	Os contos da montanha ("Tales from the Mountain")	1907	1995	translated:portuguese (doc-marked)	short-story	tras-os-montes-peasant-life?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Vergílio Ferreira	Aparição ("Apparition")	1916	1996	translated:portuguese (doc-marked)	novel	mid-20th-c-existentialism-evora?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
José Saramago	Memorial do convento ("Baltasar and Blimunda")	1922	2010	translated:portuguese (doc-marked)	novel	18th-c-mafra-convent-inquisition?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Agustina Bessa-Luís	A Sibila ("The Sybil")	1922	2019	translated:portuguese (doc-marked)	novel	douro-rural-gentry-matriarchy?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
Pepetela	Mayombe ("Mayombe")	1941	living	translated:portuguese (doc-marked)	novel	angolan-war-of-independence-mpla?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
José Luandino Vieira	Luuanda ("Luuanda")	1935	living	translated:portuguese (doc-marked)	short-story	angolan-colonialism-musseques-luanda?	choice-list	no	10-12	https://acervo.fuvest.br/fuvest/2024/fuvest2024_manual_candidato.pdf	2024	2026-08-10	Prescribed syllabus exemplar in FUVEST 2024 Programa: Português
